1, 1,  TPF-MT, 1, 1.626847939
1, 1, brTPF-MT, 1, 1.494115669
1, 1,  TPF-MT, 2, 1.388911907
1, 1, brTPF-MT, 2, .938429579
1, 1,  TPF-MT, 3, .929467143
1, 1, brTPF-MT, 3, .971862124
1, 1,  TPF-MT, 4, 1.550513371
1, 1, brTPF-MT, 4, .907081187
1, 1,  TPF-MT, 5, .788647674
1, 1, brTPF-MT, 5, .871515661
1, 2,  TPF-MT, 1, 1.178222081
1, 2, brTPF-MT, 1, 1.764006087
1, 2,  TPF-MT, 2, .853391584
1, 2, brTPF-MT, 2, .902264738
1, 2,  TPF-MT, 3, .929390245
1, 2, brTPF-MT, 3, 1.815891379
1, 2,  TPF-MT, 4, .834201204
1, 2, brTPF-MT, 4, .929899075
1, 2,  TPF-MT, 5, .873359473
1, 2, brTPF-MT, 5, 1.452904267
1, 3,  TPF-MT, 1, 1.228922926
1, 3, brTPF-MT, 1, .858014383
1, 3,  TPF-MT, 2, .829484871
1, 3, brTPF-MT, 2, .899633037
1, 3,  TPF-MT, 3, 1.625885820
1, 3, brTPF-MT, 3, 1.022533175
1, 3,  TPF-MT, 4, .968848607
1, 3, brTPF-MT, 4, .958865998
1, 3,  TPF-MT, 5, 1.341704750
1, 3, brTPF-MT, 5, 1.624169783
1, 4,  TPF-MT, 1, .875859252
1, 4, brTPF-MT, 1, .992440454
1, 4,  TPF-MT, 2, .962823573
1, 4, brTPF-MT, 2, 1.605768486
1, 4,  TPF-MT, 3, .900755042
1, 4, brTPF-MT, 3, .885852773
1, 4,  TPF-MT, 4, .842142337
1, 4, brTPF-MT, 4, 1.468006783
1, 4,  TPF-MT, 5, 1.332720456
1, 4, brTPF-MT, 5, .922286147
1, 1, SkyTPF-MT, 1, 3600.045232478
1, 2, SkyTPF-MT, 1, 3600.058887146
1, 3, SkyTPF-MT, 1, 3600.054265540
1, 4, SkyTPF-MT, 1, 2.874604032
1, 5,  TPF-MT, 1, 1.767603956
1, 5, brTPF-MT, 1, 1.399001547
1, 5,  TPF-MT, 2, 1.256833158
1, 5, brTPF-MT, 2, .984749633
1, 5,  TPF-MT, 3, .854619388
1, 5, brTPF-MT, 3, 1.200685494
1, 5,  TPF-MT, 4, 1.666711479
1, 5, brTPF-MT, 4, .916402760
1, 5,  TPF-MT, 5, .835704039
1, 5, brTPF-MT, 5, .919520865
1, 5, SkyTPF-MT, 1, 2.247489395
1, 4, SkyTPF-MT, 2, 2.693742613
1, 4, SkyTPF-MT, 3, 2.438776793
1, 4, SkyTPF-MT, 4, 1.607096560
1, 4, SkyTPF-MT, 5, 2.502956663
1, 5, SkyTPF-MT, 2, 1.748808454
1, 5, SkyTPF-MT, 3, 1.870609756
1, 5, SkyTPF-MT, 4, 2.535209292
1, 5, SkyTPF-MT, 5, 1.646982987
1, 1, skyQT, 1, 5.506871657
1, 1, skyQT, 2, 5.438498106
1, 1, skyQT, 3, 5.551943767
1, 1, skyQT, 4, 5.536722155
1, 1, skyQT, 5, 4.967876225
1, 2, skyQT, 1, 5.222270933
1, 2, skyQT, 2, 5.295006974
1, 2, skyQT, 3, 5.652290686
1, 2, skyQT, 4, 5.150789596
1, 2, skyQT, 5, 5.437357895
1, 3, skyQT, 1, 5.170918005
1, 3, skyQT, 2, 5.629351947
1, 3, skyQT, 3, 5.305741160
1, 3, skyQT, 4, 5.771773026
1, 3, skyQT, 5, 5.499704000
1, 4, skyQT, 1, 4.672287252
1, 4, skyQT, 2, 4.822824989
1, 4, skyQT, 3, 5.805420065
1, 4, skyQT, 4, 5.376731909
1, 4, skyQT, 5, 5.610282873
1, 5, skyQT, 1, 5.020711481
1, 5, skyQT, 2, 6.016032747
1, 5, skyQT, 3, 5.496461477
1, 5, skyQT, 4, 6.014006709
1, 5, skyQT, 5, 5.727320118
